id,name,pagerank
46,"Richard P. Lippmann",0.000387721239330587
47,"Alan F. Murray",0.000575742795903798
48,"Anthony V. W. Smith",6.80500509761681e-05
49,"Zoe F. Butler",6.80500509761681e-05
50,"Manuel F. Fern?ndez",2.28167374219788e-05
51,"Charles M. Marcus",9.37527318954435e-05
52,"R. M. Westervelt",0.000170121247894511
53,"Gerald Tesauro",0.000261091496698649
54,"Terrence J. Sejnowski",0.00139474707250257
55,"Joshua Chover",2.28167374219788e-05
56,"Jacques J. Vidal",0.000159405986163368
57,"John Haggerty",4.88488459940689e-05
58,"Matthew A. Wilson",0.00012675796254789
59,"Sherryl Tomboulian",2.28167374219788e-05
60,"Anthony N. Michel",0.000114082271982723
61,"Jay A. Farrell",0.000114082271982723
62,"Wolfgang Porod",0.000114082271982723
63,"Ronald H. Silverman",0.000114082271982723
64,"Andrew S. Noetzel",0.000114082271982723
65,"Clifford Lau",0.000114082271982723
66,"Vicente Honrubia",0.000114082271982723
67,"James D. Keeler",0.000180318604329439
68,"Yiu-Fai Wong",7.05297730041002e-05
69,"Jashojiban Banik",7.05297730041002e-05
70,"Mario P. Vecchi",0.000114082271982723
71,"Jawad A. Salehi",0.000114082271982723
72,"A. J. Robinson",0.000114082271982723
74,"Ju-Seog Jang",0.000171250370921428
75,"Soo-Young Lee",0.000163943179198561
76,"Sang-Yung Shin",6.99011671890785e-05
77,"Anthony Kuh",9.62375227852998e-05
78,"Enis Ers?",0.000114082271982723
79,"Henning Tolle",0.000114082271982723
80,"Bruce A. MacDonald",2.28167374219788e-05
81,"F. H. Schuling",0.000114082271982723
82,"H. A. K. Mastebroek",0.000114082271982723
83,"W. H. Zaagman",0.000114082271982723
84,"John L. Wyatt Jr.",0.000114082271982723
85,"D. L. Standley",0.000114082271982723
86,"John Y. Cheung",0.000114082271982723
87,"Massoud Omidvar",0.000114082271982723
88,"Ralph M. Siegel",2.28167374219788e-05
89,"Paul Smolensky",0.000139691847206444
90,"Alan S. Lapedes",0.000114082271982723
91,"Robert M. Farber",0.000114082271982723
92,"Michael Fleisher",2.28167374219788e-05
93,"Michael T. Gately",2.28167374219788e-05
94,"Yaser S. Abu-Mostafa",0.000210877927833106
95,"Thomas Petsche",0.000233911505425166
96,"Bradley W. Dickinson",4.16193236386781e-05
97,"Stephen Jose Hanson",0.000227278889441852
98,"David J. Burr",4.55032588220054e-05
99,"Pierre Baldi",0.000444937453101791
100,"Santosh S. Venkatesh",0.000229678288459517
101,"Fernando J. Pineda",0.000119357464501189
102,"James C. Houk",7.19062218608289e-05
103,"Andreas Stafylopatis",0.000114082271982723
104,"Marios D. Dikaiakos",0.000114082271982723
105,"D. Kontoravdis",0.000114082271982723
106,"Jehoshua Bruck",0.000140134510940542
107,"Joseph W. Goodman",0.000128505232471167
108,"William Baxter",0.000114082271982723
109,"Bruce Dow",0.000114082271982723
110,"Mark Derthick",3.5273313116459e-05
111,"Joe Tebelskis",0.000203948303185379
112,"Guo-Zheng Sun",0.000170692389699707
113,"Yee-Chun Lee",0.000140917265706332
114,"Hsing-Hen Chen",0.000140917265706332
115,"Richard M. Golden",2.28167374219788e-05
116,"W. Scott Stornetta",8.68534133099547e-05
117,"Tad Hogg",8.68534133099547e-05
118,"Bernardo A. Huberman",0.000144176522462487
119,"Seho Oh",7.31099567742943e-05
120,"James A. Ritcey",7.31099567742943e-05
121,"Geoffrey E. Hinton",0.0013491346094191
122,"James L. McClelland",0.000164751410572052
123,"Richard C. Windecker",2.28167374219788e-05
124,"Joshua Alspector",0.000257258964051926
125,"Robert B. Allen",0.000225198350472952
126,"Victor Hu",7.56244576894302e-05
127,"Srinagesh Satyanarayana",0.00011028471604521
128,"Harry Wechsler",0.000114082271982723
129,"George Lee Zimmerman",0.000114082271982723
130,"Lyle J. Borg-Graham",2.28167374219788e-05
131,"J. Bernasconi",2.28167374219788e-05
132,"L. Richard Carley",2.28167374219788e-05
133,"G?rard Dreyfus",0.000171895025570683
134,"Isabelle Guyon",0.000270546575040433
135,"Jean-Pierre Nadal",0.000164702831376045
136,"L?on Personnaz",0.000171895025570683
137,"Nathan H. Brown Jr.",2.28167374219788e-05
138,"Andr? J. Noest",2.28167374219788e-05
139,"Ronald Rosenfeld",6.14706867270311e-05
140,"David S. Touretzky",0.000283604115139316
141,"Norberto M. Grzywacz",0.000114082271982723
142,"Franklin R. Amthor",0.000114082271982723
143,"David B. Parker",0.000114082271982723
144,"Mark A. Gluck",0.000139166214181779
145,"Eric S. Reifsnider",0.000114082271982723
146,"Dean Pomerleau",9.33406069424789e-05
147,"Allen M. Waxman",0.000122943497541555
148,"Michael Seibert",0.000122943497541555
149,"Robert K. Cunningham",9.70840362555169e-05
150,"Jian Wu",0.000124538591172549
152,"Bahram Nabet",0.000114082271982723
153,"Robert B. Darling",0.000114082271982723
154,"Robert B. Pinter",0.000114082271982723
155,"Patric K. Stanton",3.48916114368511e-05
156,"Sharad Singhal",0.000114082271982723
157,"Lance Wu",0.000114082271982723
158,"C. L. Winter",2.28167374219788e-05
159,"Martin J. Johnson",0.000114082271982723
160,"Nigel M. Allinson",0.000114082271982723
161,"Kevin J. Moon",0.000114082271982723
162,"Timothy S. Wilkinson",9.54377809266754e-05
163,"Dorothy A. Mighell",9.54377809266754e-05
164,"M. Pavel",7.4528545195146e-05
165,"Van Henkle",0.000144835750944289
166,"W. R. Gardner",0.000103333418312661
167,"Donnie Henderson",0.000186979992054677
168,"R. E. Howard",0.000190482352220753
169,"Wayne E. Hubbard",0.000106850979130406
170,"Lawrence D. Jackel",0.00010574682628762
171,"Henry S. Baird",0.000103333418312661
172,"Eric Mjolsness",0.000388639961494554
173,"Gene Gindi",9.01060404789556e-05
174,"P. Anandan",6.19994834611077e-05
175,"Hong C. Leung",0.000127503661412178
176,"Victor Zue",0.000112499091563417
177,"John P. Miller",0.000114082271982723
178,"Yoshua Bengio",0.00190902549244544
179,"R?gis Cardin",8.9122749842461e-05
180,"Renato de Mori",8.9122749842461e-05
181,"Piero Cosi",6.19593802941426e-05
182,"Jordan B. Pollack",0.00021078032806907
183,"Randall D. Beer",0.000126088332944655
184,"Hillel J. Chiel",0.000126088332944655
186,"Moshe Kam",0.000114082271982723
188,"Tal Grossman",0.000105668349977188
189,"Ronny Meir",0.000151851095569601
190,"Eytan Domany",0.000139711394128141
191,"Michael C. Mozer",0.0012144584515428
192,"Alexandr B. Kirillov",0.000114082271982723
195,"Ye. I. Kovalenko",0.000114082271982723
196,"V. I. Makarenko",0.000114082271982723
197,"V. A. Chulaevsky",0.000114082271982723
198,"V. I. Kryukov",0.000114082271982723
199,"Martin I. Sereno",0.000114082271982723
200,"Yann LeCun",0.000647212879478131
201,"Conrad C. Galland",6.16669752136672e-05
202,"Kenneth D. Miller",0.000167662868604204
203,"Joseph B. Keller",9.55030867024552e-05
204,"Michael P. Stryker",9.55030867024552e-05
205,"Avrim Blum",0.000344499300580269
206,"Ronald L. Rivest",0.000113107567825472
207,"Daniel L. Alkon",0.000114082271982723
208,"Francis K. H. Quek",0.000114082271982723
209,"Thomas P. Vogl",0.000114082271982723
210,"Griff L. Bilbro",5.99349925799688e-05
211,"Reinhold Mann",0.000115551826562539
212,"Thomas K. Miller",0.000115551826562539
213,"Wesley E. Snyder",0.00013930309396242
214,"David E. van den Bout",0.00013930309396242
216,"Andreas G. Andreou",0.000208104370016278
217,"Subutai Ahmad",0.000183008405746529
218,"David Rogers",2.28167374219788e-05
219,"Sylvie Ryckebusch",5.53469200010973e-05
220,"Shigeru Tanaka",2.28167374219788e-05
221,"Yves Chauvin",0.000219266787595277
222,"Alan H. Kramer",9.37773807141085e-05
224,"Richard Fozzard",0.000114082271982723
225,"Gary Bradshaw",0.000114082271982723
226,"Louis Ceci",0.000114082271982723
227,"Jared Leinbach",2.28167374219788e-05
228,"Tobi Delbr?ck",0.000145754182518471
229,"Zhaoping Li",0.000155893632791403
230,"John J. Hopfield",0.00020094605516615
231,"Terence D. Sanger",5.85264174250613e-05
232,"David H. Ackley",3.94928535087179e-05
233,"Mitsuo Komura",0.000114082271982723
234,"Akio Tanaka",0.000114082271982723
235,"Erich J. Smythe",2.28167374219788e-05
236,"David Feld",0.000114082271982723
237,"Joe Eisenberg",0.000114082271982723
238,"Edwin Lewis",0.000114082271982723
239,"Bill Baird",0.000107679645838055
240,"Stanley C. Ahalt",0.000114082271982723
241,"F. D. Garber",0.000114082271982723
242,"I. Jouny",0.000114082271982723
243,"Ashok K. Krishnamurthy",0.000114082271982723
244,"Paul Beckman",4.92861389754608e-05
245,"Wei-Tsih Lee",0.000113911357735992
246,"Rodney M. Goodman",0.000197211867415081
247,"John W. Miller",8.51723100192661e-05
248,"Padhraic Smyth",0.000640922583781458
249,"Brian Rasnow",8.49973643119859e-05
250,"Christopher Assad",8.49973643119859e-05
251,"Mark E. Nelson",0.000151529235856405
252,"Eric B. Baum",0.00010333119914536
253,"David Haussler",0.00011853740558138
254,"James R. Mann",0.000114082271982723
255,"Sheldon Gilbert",0.000114082271982723
256,"Lorien Y. Pratt",9.50655867033245e-05
257,"E. Majani",7.0118972915071e-05
258,"Ruth Erlanson",0.000109168310298829
259,"Yoshihiro Mori",0.000154692054519951
260,"Kazuhiko Yokosawa",9.37773807141085e-05
261,"Bhusan Gupta",5.79880612112503e-05
262,"Martine Naillon",0.000114082271982723
263,"Jean-Bernard Theeten",0.000114082271982723
264,"Lawrence Davis",2.28167374219788e-05
265,"Herv? Bourlard",0.000179601068618199
267,"Trent E. Lange",9.37773807141085e-05
268,"Michael G. Dyer",0.000154692054519951
269,"Eugene Santos Jr.",2.28167374219788e-05
270,"Paul Mueller",0.00019443054178329
271,"Jan Van der Spiegel",0.00019443054178329
272,"David Blackman",0.000111335951206294
273,"Timothy Chiu",0.000111335951206294
274,"Thomas Clare",0.000111335951206294
275,"Joseph Dao",0.000111335951206294
276,"Christopher Donham",0.000111335951206294
277,"Tzu-pu Hsieh",0.000111335951206294
278,"Marc Loinaz",0.000111335951206294
279,"Valentino Braitenberg",2.28167374219788e-05
280,"Michael G. Paulin",6.23714741360052e-05
281,"John G. Harris",0.000242908510328967
282,"M. Konishi",2.28167374219788e-05
283,"Clay Spence",0.000166607889427753
284,"John C. Pearson",0.000191621058743044
285,"J. J. Gelfand",9.61632100458083e-05
286,"R. M. Peterson",9.61632100458083e-05
287,"W. E. Sullivan",9.61632100458083e-05
288,"Jack L. Meador",0.000114082271982723
289,"Clint S. Cole",0.000114082271982723
290,"Kenneth Y. Goldberg",4.41023753455023e-05
291,"Barak A. Pearlmutter",0.00030691433527233
292,"John S. Bridle",0.000122811900678835
293,"John E. Moody",0.000309229858249948
294,"Phillip Alvelda",0.000114082271982723
295,"A. Miguel San Martin",0.000114082271982723
296,"Jun Zhang",0.000114082271982723
297,"M. R. Walker",0.000114082271982723
298,"S. Haghighi",0.000114082271982723
299,"A. Afghan",0.000114082271982723
300,"Larry A. Akers",0.000114082271982723
301,"Eyal Yair",5.04420200302171e-05
302,"Allen Gersho",0.000135471343643509
303,"Patrice Simard",0.000234464430068491
304,"Mary B. Ottaway",6.27010504287903e-05
305,"Dana H. Ballard",0.000196959871594468
306,"Upinder S. Bhalla",8.49994036442949e-05
307,"John D. Uhley",8.49994036442949e-05
308,"Bartlett W. Mel",0.000166770215904759
309,"Alex Waibel",0.000349778325381505
310,"Bernd-Peter Paris",0.000114082271982723
313,"Behnaam Aazhang",0.000114082271982723
314,"Alister Hamilton",0.000198331406019584
315,"Lionel Tarassenko",0.000274324762995301
316,"David Servan-Schreiber",0.000170999777015224
317,"Axel Cleeremans",6.76040535257496e-05
318,"Allan Hartstein",0.000114082271982723
319,"R. H. Koch",0.000114082271982723
320,"Pentti Kanerva",2.28167374219788e-05
321,"O. Farotimi",6.24635000266535e-05
322,"Amir Dembo",0.000128672361904891
323,"Thomas Kailath",0.0002138766100899
324,"David J. C. MacKay",0.000177626698901924
325,"Andrew G. Barto",0.000554288823655438
326,"Richard S. Sutton",0.000706883447228294
327,"Christopher J. C. H. Watkins",6.22252690430904e-05
328,"Maurice Lee",4.23527764372613e-05
329,"Jack D. Cowan",0.000388308155177104
330,"Michael I. Jordan",0.0020813092977204
331,"Robert A. Jacobs",0.000123951822943249
332,"Ajay N. Jain",0.000192615360112223
333,"Tony Bell",2.28167374219788e-05
334,"Ronald A. Cole",0.000188633058871277
335,"Jerome T. Connor",0.000116592175489856
336,"Mohamed A. El-Sharkawi",0.000116592175489856
337,"Yeshwant K. Muthusamy",0.000133587486220444
338,"Etienne Barnard",0.000116592175489856
339,"Jim Donnett",0.000114082271982723
340,"Tim Smithers",0.000114082271982723
341,"Scott E. Fahlman",0.000114082271982723
342,"Christian Lebiere",0.000114082271982723
343,"Michael L. Littman",0.000244411339736344
344,"Michail Zak",6.78704420884221e-05
345,"Nikzad Benny Toomarian",0.000164016011741948
346,"Harry Printz",6.82636917679854e-05
347,"Jonathan D. Cohen",0.000305566212704742
348,"Kazuki Joe",9.37773807141085e-05
349,"John B. Hampshire II",3.62020663797228e-05
350,"Samy Bengio",0.000580930842312188
351,"Yannick Pouliot",6.05872449040939e-05
352,"Patrick Agin",6.05872449040939e-05
353,"Michael Brownlow",0.000164983135967627
354,"Il Song Han",0.000152159287645346
355,"H. Martin Reekie",0.000166066140258895
356,"Gillette Elvgreen III",4.01850488035076e-05
357,"Tzi-Dar Chiueh",7.45488992481487e-05
358,"Wyeth Bair",0.000232722950567998
359,"Timothy K. Horiuchi",0.000251681457008178
360,"Andrew Hsu",9.62107879437461e-05
361,"Paul C. Rhodes",2.28167374219788e-05
362,"Ronald M. Harris-Warrick",2.28167374219788e-05
363,"A. E. Friedman",0.000119778017736696
364,"Nelson Morgan",0.000348910586775347
365,"G. T. Kenyon",0.000114082271982723
366,"R. D. Puff",0.000114082271982723
367,"James A. Simmons",2.28167374219788e-05
368,"Steven J. Nowlan",0.000151194352729632
369,"William P. Lincoln",0.000114082271982723
370,"Josef Skrzypek",0.000114082271982723
371,"Anders Krogh",0.000256832975612548
372,"C. I. Thorbergsson",6.08223538416345e-05
373,"John A. Hertz",0.000263042796594397
374,"Kurt R. Smith",0.000114082271982723
375,"Michael I. Miller",0.000114082271982723
376,"Zoran Obradovic",9.37773807141085e-05
377,"Ian Parberry",0.000154692054519951
378,"Richard Rohwer",0.000114082271982723
379,"Kevin J. Lang",6.37991163071683e-05
380,"Sheri L. Gish",0.000154692054519951
381,"W. E. Blanz",9.37773807141085e-05
382,"Yannis P. Tsividis",5.18834846571537e-05
383,"Yu He",5.3583459693379e-05
384,"T. Duong",7.15007928670972e-05
385,"Daphna Weinshall",0.000390726889496719
386,"Shimon Edelman",0.000292799669794388
387,"Heinrich H. B?lthoff",0.000143444497749275
388,"Richard S. Zemel",0.000655212504877026
389,"Avijit Saha",0.000123036345983618
390,"Dong Chen",7.10307411785602e-05
391,"Nathan Intrator",0.000254635563405502
392,"Jim Mann",2.28167374219788e-05
393,"Shawn R. Lockery",0.000190469989205574
394,"Yan Fang",6.06939959595666e-05
395,"Sara A. Solla",0.000254699308321161
396,"Michael Hormel",2.28167374219788e-05
397,"William R. Softky",4.09778842964065e-05
398,"Daniel M. Kammen",0.000157001365936037
399,"David Zipser",2.28167374219788e-05
400,"Fernando J. Nu?ez",0.000114082271982723
401,"Jos? A. B. Fortes",0.000114082271982723
402,"Susan Ciarrocca Lee",2.28167374219788e-05
403,"Stephen P. DeWeerth",0.000228630634316075
404,"Yuchun Lee",4.92861389754608e-05
405,"David A. Cohn",0.000107675308789302
406,"Richard E. Ladner",5.28292042102193e-05
407,"Jacob Barhen",0.00011222131705026
408,"Sandeep Gulati",0.00011222131705026
409,"Steven A. Harp",0.000114082271982723
410,"Tariq Samad",0.000114082271982723
411,"Aloke Guha",0.000114082271982723
412,"Toshiaki Okamoto",7.66207256405134e-05
413,"Mitsuo Kawato",0.000520789376530688
414,"Toshio Inui",7.66207256405134e-05
415,"Sei Miyake",7.66207256405134e-05
416,"John Kassebaum",9.77951645137785e-05
417,"Christoph Schaefers",9.77951645137785e-05
418,"Paul A. Viola",0.000355454185494451
419,"Gale Martin",0.000133589085340948
420,"James A. Pittman",0.000133589085340948
421,"Deirdre W. Wheeler",5.75533601850364e-05
422,"Davi Geiger",0.000144187762329079
423,"Federico Girosi",9.16763413674273e-05
424,"William Bialek",0.000735889592719917
425,"Fred Rieke",0.000160661496773802
426,"Robert R. de Ruyter van Steveninck",0.000194142016244442
427,"David Warland",7.20983491612025e-05
428,"Yosef Rinott",6.63884975709575e-05
429,"Charles Stein",6.63884975709575e-05
430,"Michael C. Crair",4.05930255858958e-05
431,"Kai-Yeung Siu",0.0001543331803315
432,"Alex Chernajvsky",5.09820760682486e-05
433,"Gintaras V. Reklaitis",9.77951645137785e-05
434,"Athanasios G. Tsirukis",9.77951645137785e-05
435,"Xiru Zhang",0.000114082271982723
436,"Michael McKenna",0.000114082271982723
437,"Jill P. Mesirov",0.000114082271982723
438,"David L. Waltz",0.000114082271982723
439,"Michael J. Carter",0.000114082271982723
440,"Franklin J. Rudolph",0.000114082271982723
441,"Adam J. Nucci",0.000114082271982723
442,"Donald B. Malkoff",2.28167374219788e-05
443,"Philip J. Holmes",5.53455596222659e-05
444,"Jakub Wejchert",3.91088057411344e-05
445,"Kamil A. Grajski",5.27218357414942e-05
446,"Michael Merzenich",0.000141887184947719
447,"Dun-Sung Tang",0.000102291248168632
448,"Christopher G. Atkeson",0.000202753396407589
449,"Ben P. Yuhas",7.54012956397028e-05
450,"Moise H. Goldstein Jr.",0.000126452052044441
451,"Robert E. Jenkins",7.54012956397028e-05
452,"Ira Smotroff",2.28167374219788e-05
453,"Jonathan Bachrach",3.8153769074429e-05
454,"Bernhard E. Boser",0.00010574682628762
455,"Sherif M. Botros",4.099923058449e-05
457,"Stephen M. Omohundro",6.77044506629206e-05
458,"Klaus Obermayer",0.000733043899793858
459,"Helge Ritter",0.000337054409642435
460,"Klaus Schulten",0.00012173668799827
461,"Stephen H. Lane",0.000114082271982723
462,"Marshall Flax",0.000114082271982723
463,"David Handelman",0.000114082271982723
464,"Jack Gelfand",0.000114082271982723
465,"Ernst Niebur",0.00015865502032259
466,"Daniel L. Ruderman",0.00023267761148632
467,"Heinz G. Schuster",8.85257168462015e-05
468,"Einar S?rheim",2.28167374219788e-05
469,"R. Janow",9.15597313095073e-05
471,"Michael E. Hasselmo",0.000191723102766277
472,"Brooke P. Anderson",6.82897815127907e-05
473,"Eytan Ruppin",0.000463989187421427
474,"Yehezkel Yeshurun",3.52578238333007e-05
475,"L?on Bottou",0.000221859077708235
476,"Patrick Gallinari",0.000149074375233477
477,"Thomas J. Anastasio",0.000114082271982723
478,"Michael L. Rossen",2.28167374219788e-05
479,"H. Taichi Wang",6.20440969233293e-05
480,"Bimal Mathur",6.20440969233293e-05
481,"Ronald Sverdlove",5.76269231110815e-05
482,"Ido Kanter",0.000164677988461098
483,"Joseph E. Collard",2.28167374219788e-05
484,"Masazumi Katayama",3.54639662584249e-05
485,"Todd K. Leen",0.000403254016440708
486,"Bruce E. Rosen",0.000124037127886727
487,"James M. Goodwin",0.000124037127886727
488,"Andreas S. Weigend",0.000160158510527988
489,"David E. Rumelhart",0.00025909249180702
490,"Y. C. Pati",0.000114082271982723
491,"P. S. Krishnaprasad",0.000114082271982723
492,"William E. Faller",0.000114082271982723
493,"Marvin W. Luttges",0.000114082271982723
494,"Rodolfo A. Milito",4.55353541360408e-05
496,"Herbert L. Roitblat",0.000114082271982723
497,"Patrick W. B. Moore",0.000114082271982723
498,"Paul E. Nachtigall",0.000114082271982723
499,"Ralph H. Penner",0.000114082271982723
500,"Robert R. Snapp",0.000124001746023926
501,"Ennio Mingolla",2.28167374219788e-05
502,"Mark A. Holler",2.28167374219788e-05
503,"Alireza Khotanzad",0.000114082271982723
504,"Ying-Wung Lee",0.000114082271982723
505,"Andr? Longtin",0.00013508758860843
506,"James R. Glass",0.000100660882553268
507,"Michael S. Phillips",0.000100660882553268
508,"Vijay K. Samalam",3.74786097470565e-05
509,"Bruno Caprile",6.09511800250428e-05
510,"Kenneth A. Marko",2.28167374219788e-05
511,"F. R. Waugh",9.62275540704682e-05
512,"David C. Tam",2.28167374219788e-05
513,"Roger N. Shepard",0.000114082271982723
514,"Sheila Kannappan",0.000114082271982723
516,"Thomas H. Brown",0.000163378908103233
517,"Zachary F. Mainen",7.15852247422119e-05
518,"Anthony M. Zador",0.000280863780715282
519,"Brenda J. Claiborne",0.000163378908103233
520,"Vwani P. Roychowdhury",0.000114082271982723
521,"Alon Orlitsky",0.000252851337042421
522,"Yoichi Hayashi",2.28167374219788e-05
523,"Bert de Vries",0.000114431864791887
524,"Jos? Carlos Pr?ncipe",0.000189552218545216
525,"Bojan Petek",6.0480593396725e-05
526,"Otto Schmidbauer",0.000163641770042285
527,"Chuck Wooters",0.000100048152378262
528,"Ken-ichi Iso",0.000114082271982723
529,"Takao Watanabe",0.000114082271982723
530,"Garrison W. Cottrell",0.00045641602214161
531,"Janet Metcalfe",4.87139599215401e-05
532,"Shelly D. D. Goggin",0.000114082271982723
533,"Kristina M. Johnson",0.000114082271982723
534,"Karl E. Gustafson",0.000114082271982723
535,"Esther Levin",0.000126088332944655
537,"Tan Phan",0.000114082271982723
539,"Sebastian Thrun",0.000603500596104485
540,"Knut M?ller",8.48389963467333e-05
541,"Alexander Linden",5.91057575472247e-05
542,"Margaret E. Sereno",0.000114082271982723
543,"Anthony Jayakumar",0.000137793177346869
544,"Torsten Zeppenfeld",9.65317160901839e-05
545,"Jeffrey L. Teeters",0.000114082271982723
546,"Frank S. Werblin",0.000114082271982723
547,"Paul W. Munro",0.000307387394342254
548,"Mary Tabasko",5.88509314895975e-05
549,"Wulfram Gerstner",0.00069125392129894
550,"Candace A. Kamm",4.08748641938581e-05
551,"Visakan Kadirkamanathan",0.000114082271982723
552,"Mahesan Niranjan",0.000139893566419679
554,"Andreas V. M. Herz",5.7535513582354e-05
555,"J. Leo van Hemmen",0.000171272152373748
556,"A. Zee",5.60695135617638e-05
557,"John Lazzaro",0.000186899675356147
558,"Andrew Moore",7.04714542481403e-05
559,"Robert C. Frye",0.000114082271982723
560,"Kevin D. Cummings",0.000114082271982723
561,"Edward A. Rietman",0.000114082271982723
562,"Volker Tresp",0.000636528079394233
563,"Henrik Fredholm",0.000110905950327115
564,"Henrik Bohr",0.000110905950327115
565,"Jakob Bohr",0.000110905950327115
566,"S?ren Brunak",0.000182446850325889
567,"Rodney M. J. Cotterill",0.000110905950327115
568,"Benny Lautrup",0.000110905950327115
569,"Steffen B. Petersen",0.000110905950327115
570,"Eric I. Chang",0.000128694343635907
571,"Jean Pierre Raysz",4.82667069968177e-05
572,"Bernard Victorri",9.04829915611988e-05
573,"Hal McCartor",2.28167374219788e-05
574,"Charles Schley",8.67552509035316e-05
575,"Robert C. Williamson",0.000475803048060416
576,"Michiel O. Noordewier",8.68376563131252e-05
577,"Geoffrey G. Towell",8.68376563131252e-05
578,"Jude W. Shavlik",0.000506674052334219
579,"John L. Perry",0.000114082271982723
580,"Douglas R. Baumgardt",0.000114082271982723
581,"Khalid Choukri",2.28167374219788e-05
582,"Terrence Fine",0.000114082271982723
583,"Juergen Schmidhuber",0.000482721560242393
584,"John F. Kolen",6.8208066114574e-05
585,"Andrew W. Moore",0.000701696412983336
586,"John Allman",8.39468977436357e-05
587,"Geoffrey Fox",8.39468977436357e-05
588,"Wee Kheng Leow",5.98680288878141e-05
589,"Willard L. Miranker",3.7012604568088e-05
590,"Christian Darken",0.000180160943456814
591,"David Goodine",0.000112499091563417
592,"Lynette Hirschman",0.000112499091563417
593,"Joseph Polifroni",0.000112499091563417
594,"Stephanie Seneff",0.000112499091563417
595,"W. Thomas Miller III",0.000160583902618803
596,"Brian A. Box",0.00011815152244232
597,"Erich C. Whitney",0.00011815152244232
598,"James M. Glynn",0.00011815152244232
599,"Beatrice A. Golomb",9.22032655070143e-05
601,"Geraldine Legendre",7.62127509262899e-05
602,"Yoshiro Miyata",7.621275092629e-05
603,"John S. Baras",0.000114082271982723
604,"Anthony LaVigna",0.000114082271982723
605,"Jerome H. Friedman",2.28167374219788e-05
606,"Ah Chung Tsoi",0.000138796376233509
607,"R. A. Pearson",0.000114082271982723
608,"Michael L. Chuang",0.000126088332944655
609,"Alice M. Chiang",0.000126088332944655
610,"Gillian Marshall",8.47463519787915e-05
611,"Jan Tombs",8.47463519787915e-05
612,"Jim Christian",0.000102291248168632
614,"John K. Kruschke",2.28167374219788e-05
615,"Michael Gasser",0.000114082271982723
616,"Chan-Do Lee",0.000114082271982723
617,"Ajay Gupta",3.81558214283452e-05
618,"Wolfgang Maass",0.000686820249566603
619,"Ron Keesing",0.000122356901849753
620,"David G. Stork",0.000369693425913058
621,"Leonid Kruglyak",4.05930255858958e-05
622,"G. J. Kacmarcik",0.000114082271982723
624,"Ulrich Bodenhausen",3.62020663797228e-05
625,"A. Kramer",0.000114082271982723
626,"C. K. Sin",0.000114082271982723
627,"R. Chu",0.000114082271982723
628,"P. K. Ko",0.000114082271982723
629,"Thomas B. Kepler",7.07744314432542e-05
630,"L. F. Abbott",0.000238885057196543
631,"Eve Marder",0.000150185680853497
632,"Peter Dayan",0.00110136955060713
633,"Todd Soukup",3.8153769074429e-05
634,"Kenney Ng",4.92861389754608e-05
635,"W. Geoffrey Owen",5.66384099423984e-05
636,"Janet Wiles",0.000320076578356344
637,"Michael S. Humphreys",0.000113573834708779
638,"John D. Bain",0.000113573834708779
639,"Simon Dennis",0.000113573834708779
640,"Eduardo D. Sontag",0.000194699993302096
641,"Amnon Shashua",0.000212283854876403
642,"Shimon Ullman",0.000155606936791626
643,"Sanjay Biswas",4.93576974913261e-05
